260000,21.3
270000,21.2
280000,21.1
290000,21.0
300000,21.0
310000,21.1
320000,21.0
330000,21.1
340000,21.1
350000,21.1
360000,21.1
370000,21.0
380000,21.0
390000,21.0
400000,20.9
410000,21.1
420000,21.0
430000,21.1
440000,21.1
450000,21.0
460000,21.1
470000,21.0
480000,21.0
490000,21.2
